what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258780569057
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258780581832
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258780582568
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258780582963
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258780583862
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258780585046
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258780585599
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258780586230
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258780586639
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258780588288
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258780588984
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258780589532
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258780591254
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1258780593519
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258780633193
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258780638539
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258780859794
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1258780863960
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1258780866125
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258780866537
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258780888348
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258780889957
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258780890644
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258780890870
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258780958069
