what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.web,1.1.301.v200909021400,"org.eclipse.wst.web",1258847405472
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.102.v200903070248,"org.eclipse.wst.ws.service.policy.ui",1258847405473
started,bundle,com.google.appengine.eclipse.core,1.1.101.v200911161426,"com.google.appengine.eclipse.core",1258847405474
started,bundle,com.google.gdt.eclipse.core,1.1.101.v200911161426,"com.google.gdt.eclipse.core",1258847405474
started,bundle,com.google.gdt.eclipse.platform.e35,1.1.101.v200911161426,"com.google.gdt.eclipse.platform.e35",1258847405475
started,bundle,com.google.gdt.eclipse.platform.shared,1.1.101.v200911161426,"com.google.gdt.eclipse.platform.shared",1258847405476
started,bundle,com.google.gdt.eclipse.suite,1.1.101.v200911161426,"com.google.gdt.eclipse.suite",1258847405476
started,bundle,com.google.gwt.eclipse.core,1.1.101.v200911161426,"com.google.gwt.eclipse.core",1258847405492
started,bundle,com.google.gwt.eclipse.oophm,1.1.101.v200911161426,"com.google.gwt.eclipse.oophm",1258847405493
os,sysinfo,,,"win32",1258847405499
arch,sysinfo,,,"x86",1258847405499
ws,sysinfo,,,"win32",1258847405499
locale,sysinfo,,,"zh_CN",1258847405499
processors,sysinfo,,,"2",1258847405499
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1258847405499
java.runtime.version,sysinfo,,,"1.6.0_16-b01",1258847405499
java.specification.name,sysinfo,,,"Java Platform API Specification",1258847405499
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1258847405499
java.specification.version,sysinfo,,,"1.6",1258847405499
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1258847405499
java.version,sysinfo,,,"1.6.0_16",1258847405499
java.vm.info,sysinfo,,,"mixed mode",1258847405499
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1258847405499
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1258847405499
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1258847405499
