what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1258851070534
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1258851073067
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1258851073548
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258851075717
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258851078470
activated,view,com.google.gwt.eclipse.oophm,1.1.101.v200911161426,"com.google.gwt.eclipse.oophm.WebAppLaunchView",1258851078504
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258851085158
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258851085710
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258851085903
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258851090918
activated,editor,com.google.gwt.eclipse.core,1.1.101.v200911161426,"com.google.gwt.eclipse.core.editors.uiBinderXmlEditor",1258851091969
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1258851093109
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1258851093796
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1258851098049
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258851098885
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258851103286
activated,view,com.google.gwt.eclipse.oophm,1.1.101.v200911161426,"com.google.gwt.eclipse.oophm.WebAppLaunchView",1258851103320
activated,editor,com.google.gwt.eclipse.core,1.1.101.v200911161426,"com.google.gwt.eclipse.core.editors.uiBinderXmlEditor",1258851106473
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1258851107057
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1258851107364
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1258851107867
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1258851109159
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258851110305
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258851110985
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258851111189
