what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258848839319
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258848839547
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258848844346
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258848845371
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258848845893
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258848846174
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258848846745
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258848848423
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258848848952
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258848849166
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258848965394
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.selectAll",1258848967934
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1258848968186
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258848968595
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258848976883
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258848977378
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258849054140
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258849054768
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258849056560
activated,editor,com.google.gwt.eclipse.core,1.1.101.v200911161426,"com.google.gwt.eclipse.core.editors.uiBinderXmlEditor",1258849059004
closed,editor,com.google.gwt.eclipse.core,1.1.101.v200911161426,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1258849059004
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.close",1258849059044
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1258849059792
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1258849061389
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.redo",1258849064723
