what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258791137535
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258791138106
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258791140509
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258791144348
activated,view,com.google.gwt.eclipse.oophm,1.1.101.v200911161426,"com.google.gwt.eclipse.oophm.WebAppLaunchView",1258791144388
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258791144922
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258791145323
activated,editor,com.google.gwt.eclipse.core,1.1.101.v200911161426,"com.google.gwt.eclipse.core.editors.uiBinderXmlEditor",1258791147182
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1258791152186
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258791153302
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258791156018
activated,view,com.google.gwt.eclipse.oophm,1.1.101.v200911161426,"com.google.gwt.eclipse.oophm.WebAppLaunchView",1258791156056
activated,editor,com.google.gwt.eclipse.core,1.1.101.v200911161426,"com.google.gwt.eclipse.core.editors.uiBinderXmlEditor",1258791157105
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1258791159473
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258791159798
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258791161815
activated,view,com.google.gwt.eclipse.oophm,1.1.101.v200911161426,"com.google.gwt.eclipse.oophm.WebAppLaunchView",1258791161862
activated,editor,com.google.gwt.eclipse.core,1.1.101.v200911161426,"com.google.gwt.eclipse.core.editors.uiBinderXmlEditor",1258791165616
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1258791166081
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258791166365
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258791172908
activated,view,com.google.gwt.eclipse.oophm,1.1.101.v200911161426,"com.google.gwt.eclipse.oophm.WebAppLaunchView",1258791172949
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1258791174348
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258791177837
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258791178478
