what,kind,bundleId,bundleVersion,description,time
closed,editor,com.google.gwt.eclipse.core,1.1.101.v200911161426,"com.google.gwt.eclipse.core.editors.uiBinderXmlEditor",1258853761831
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1258853762500
opened,editor,com.google.gwt.eclipse.core,1.1.101.v200911161426,"com.google.gwt.eclipse.core.editors.uiBinderXmlEditor",1258853762747
activated,editor,com.google.gwt.eclipse.core,1.1.101.v200911161426,"com.google.gwt.eclipse.core.editors.uiBinderXmlEditor",1258853762963
activated,editor,com.google.gwt.eclipse.core,1.1.101.v200911161426,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1258853764168
activated,editor,com.google.gwt.eclipse.core,1.1.101.v200911161426,"com.google.gwt.eclipse.core.editors.uiBinderXmlEditor",1258853764882
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1258853770801
activated,editor,com.google.gwt.eclipse.core,1.1.101.v200911161426,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1258853772836
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258853774288
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258853775708
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258853778765
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258853780321
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.cut",1258853792845
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1258853793848
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1258853794687
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1258853795465
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1258853796880
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258853799226
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258853801406
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258853804782
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258853807423
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258853808466
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258853809329
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258853811511
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258853816131
