what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258773967475
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1258774046207
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258774670925
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1258774672264
activated,editor,com.google.gwt.eclipse.core,1.1.101.v200911161426,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1258774673366
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258774676092
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258774676841
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258774677118
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258774747701
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258774751666
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258774767717
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258774790247
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258774791221
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258774791542
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258774792385
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258774792765
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258774840709
activated,view,com.google.gwt.eclipse.oophm,1.1.101.v200911161426,"com.google.gwt.eclipse.oophm.WebAppLaunchView",1258774852856
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1258774857663
activated,editor,com.google.gwt.eclipse.core,1.1.101.v200911161426,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1258774868867
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258774877629
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258774899973
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258774900492
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258774900880
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258774901192
