what,kind,bundleId,bundleVersion,description,time
activated,editor,com.google.gwt.eclipse.core,1.1.101.v200911161426,"com.google.gwt.eclipse.core.editors.cssResourceEditor",1258864842681
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.ClassFileEditor",1258864843505
activated,editor,com.google.gwt.eclipse.core,1.1.101.v200911161426,"com.google.gwt.eclipse.core.editors.cssResourceEditor",1258864844893
activated,editor,com.google.gwt.eclipse.core,1.1.101.v200911161426,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1258864845735
activated,editor,com.google.gwt.eclipse.core,1.1.101.v200911161426,"com.google.gwt.eclipse.core.editors.cssResourceEditor",1258864846258
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.ClassFileEditor",1258864846918
activated,editor,com.google.gwt.eclipse.core,1.1.101.v200911161426,"com.google.gwt.eclipse.core.editors.cssResourceEditor",1258864847608
activated,editor,com.google.gwt.eclipse.core,1.1.101.v200911161426,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1258864848324
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258864850278
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258864850947
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258864851169
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258864876117
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258864878385
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258864896942
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258864897589
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258864921769
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258864922491
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258864934879
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258864935625
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258865043170
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1258865047300
activated,editor,com.google.gwt.eclipse.core,1.1.101.v200911161426,"com.google.gwt.eclipse.core.editors.uiBinderXmlEditor",1258865048229
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258865065637
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258865066472
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1258865067516
